

title,salary
※名古屋募集※【システム開発エンジニア（リーダー候補）】正社員,450万円～700万円
※名古屋募集※【システム開発エンジニア】リモート案件も多数！正社員,350万円～700万円
年間休日124日【SE】#残業月20時間程度 #リモートワークも可能正社員,"年俸制3,500,000円〜　
【モデル年収】 年収420万円（年俸385万円+諸手当等）"
＼前給考慮／安定性バツグン【PG】＊年間休日124日 ＊残業少なめ正社員,"年俸制3,500,000円〜　
【モデル年収】 年収420万円（年俸385万円+諸手当等）"
仕事とプライベートのメリハリあり◎教科書物流会社の【社内SE】正社員,"【月給】210,000円〜
※試用期間3か月（待遇等の変更なし）"
大企業で活躍【エンジニア】大阪限定！リモート有正社員,350万円～800万円
大手企業への導入実績多数！自社パッケージに携わる【SE】正社員,550万円～750万円
業界トップクラスのシェアを持つ自社パッケージに携われる【PL】正社員,550万円～800万円
大手企業への導入実績多数！100％自社内開発【SE】※仙台正社員,500万円～700万円
Web開発を手掛ける【サーバサイドエンジニア】★年間休日125日正社員,400万円～650万円
【開発エンジニア】前給保証100%/年休125日/リモートワークOK！正社員,600万円～840万円
東京【プログラマー】公私ともに充実できる ◎面接1回正社員,350万円～650万円
名古屋【プログラマー】公私ともに充実 ◎面接1回正社員,350万円～650万円
東京【エンジニア】社員の働きやすさをとことん追求◎転勤無し正社員,350万円～650万円
名古屋【エンジニア】社員の働きやすさをとことん追求◎転勤無し正社員,350万円～650万円
【開発SE(画像処理)】賞与実績8ヶ月！正社員,533万円～771万円
【開発SE(官公庁向け情報処理システム)】賞与実績8ヶ月！正社員,533万円～771万円
茨城【WEB開発エンジニア（社会インフラ/WEBアプリ）】賞与8ヶ月正社員,533万円～771万円
【組込系SE(リーダー職)】自動運転・運転支援など/賞与実績8ヶ月正社員,782万円～974万円
【組込系SE（自動運転・運転支援など）】賞与実績8ヶ月！正社員,533万円～771万円
【開発SE（リーダー職）】SaaS/パッケージ開発・構築業務正社員,782万円～974万円
茨城【組込系SE（自動運転・運転支援など）】賞与実績8ヶ月！正社員,533万円～974万円
グループ向けシステム開発【ITエンジニア】100%自社勤務*在宅OK正社員,400万円～600万円
知多郡阿久比町【SE】★年休129日★残業月平均11h★転勤なし正社員,400万円～650万円
【開発PMO】★年休129日★残業少なめ★リモート可★賞与年3回正社員,430万円～650万円
【Webインフラ構築・運用保守】★年間休日125日正社員,"月給439,400円〜578,000円

※固定残業代59,400円〜95,000円（20時間/月）含む
└超過分は別途全額支給
…"
大手SIerの直案件あり【WEB系エンジニア】★年休120日★正社員,400万円～650万円
仙台【WEBアプリエンジニア】大手企業との取引実績豊富！正社員,330万円～500万円
電気自動車向けリチウム電池用スリッターの【電気設計職】正社員,450万円～500万円
＼東証スタンダード上場／自社勤務の【バックエンドエンジニア】正社員,550万円～700万円
【Webエンジニア】自社サービスの上流工程に挑戦！正社員,550万円～700万円
自社勤務【データエンジニア】マネージャー候補募集！正社員,550万円～700万円
自社勤務【データエンジニア】フルフレックス正社員,450万円～600万円
【Webエンジニア】自社SaaSの運用保守メンバー正社員,450万円～600万円
東京勤務／ITツールを活用【SE】◆年間休日124日正社員,360万円～800万円
東京勤務／ITツールを活用【PL】◆年間休日124日正社員,360万円～800万円
金沢勤務／ITツールを活用【PL】◆年間休日124日正社員,360万円～800万円
金沢勤務／ITツールを活用【SE】◆年間休日124日正社員,360万円～800万円
カーボンニュートラルに貢献:発電所/ガスタービン等の【総合職】正社員追加コンテンツ,450万円～1000万円
【システムエンジニア】残業少なめ*上流工程に強み*会社成長性◎正社員,400万円～800万円
【社内SE】社内業務システムの設計開発～保守/リモート可★正社員,450万円～650万円
Webアプリケーション開発【WebエンジニアPL/PM】★都内勤務正社員,400万円～700万円
将来PL/PMを目指したい【開発エンジニア】★完休2日★品川正社員,"【月給】300,000円〜（一律支給手当含む）
※経験・年齢・能力を考慮して決定いたします
※試用期間3ヶ月…"
【組込みシステムエンジニア】★年休122日 ★完休2日 (土日祝)正社員,"月給20万円〜30万円
※経験・能力等を考慮して決定します。
※試用期間6ヶ月あり（待遇変動なし）"
《愛知》未経験から航空機のプロへ【 航空機設計 】★年休126日正社員,300万円～500万円
《岐阜》未経験から航空機のプロへ【 航空機設計 】★年休126日正社員,300万円～500万円
社内開発×多彩なプロジェクトに貢献【ソフトウェアエンジニア】正社員,350万円～850万円
20~30代活躍中！【 ITエンジニア 】自社内開発/フレックスタイム正社員,400万円～700万円
【業務系システム開発】★前給保証★山手線沿いの案件多数正社員,500万円～700万円
【組込みシステム開発】★前給保証★山手線沿いの案件多数正社員,"月給242,500円〜
 ※あなたの能力や経験に基づいて優遇します。
試用期間6ヵ月（雇用条件に変更なし）"
【Webアプリ開発エンジニア】リモートOK正社員,400万円～600万円
ITで経営課題を解決【システムエンジニア（SE・PG）】年休123日正社員,"月給22.5万円〜36.5万円
※経験・スキルを考慮の上、決定いたします
※試用期間はありません"
【PLPM】プライム案件多数／転勤なし／ベテラン歓迎！※名古屋正社員,550万円～700万円
【PLPM候補】残業平均12h程度／転勤なし／※名古屋正社員,500万円～650万円
金沢を盛り上げたいから募集します。【ITエンジニア】★新拠点正社員,300万円～800万円
★働きやすい環境でスキルアップできる！【Rubyエンジニア】正社員,400万円～500万円
＼完全自社内開発【ITエンジニア】年間休日は120日以上／正社員,"月給26万円〜 +諸手当

※年齢、経験、能力を考慮の上、優遇します。
※待遇条件の詳細については、面接…"
＜仙台＞システム開発専門の企業で働く【SE】福利厚生充実◎正社員,350万円～500万円
PL・PM候補【ITエンジニア】年200万～UPも可能／フルリモ案件有正社員,560万円～800万円
【AWSエンジニア（PM/PL）】フレックス/フルリモート可正社員,630万円～900万円
【AWSエンジニア（テックリード）】フレックス/フルリモート可正社員,630万円～900万円
待遇面・安定性に自信アリ！【Web開発エンジニア】★年休128日正社員,400万円～600万円
【社内SE】 ★経験者募集 ★産育休制度有正社員,380万円～420万円
【Linux組込みソフト/プロジェクトリーダー】経験者採用/大阪正社員,428万円～652万円
100％自社内開発の【システムエンジニア】★賞与6.2ヶ月昨年実績正社員,"◆月給25.5〜50万円 ＋ 諸手当
※経験、資格、能力等を考慮の上、優遇します"
【システムエンジニア】客先常駐◆年休128日◆賞与3回◆面接1回正社員,400万円～600万円
進学塾の成長を支える！【社内SE】★月給43万円以上 ★正社員,"月給43万円〜（一律手当含む）
※経験・スキル・年齢を考慮の上、決定します。
※試用期間3ヶ月(同条件)
…"
【システムエンジニア（イノベーション本部）】完全週休2日制◎正社員,350万円～500万円
【SE（システムディベロップメント事業部）】※PL候補正社員,450万円～700万円
経験を活かせるチームリーダー【SE（システムエンジニア）】正社員,720万円～900万円
幅広い開発案件に携われる【システムエンジニア】年休126日！正社員,360万円～540万円
【社内SE】年休127日／残業10h※キャリアパートナーサポート案件正社員,"月給25万円〜 

※経験・スキル・資格を十分に考慮し、給与面で優遇いたします。
※試用期間3ヶ月あり(待…"
ゴルフ場向けの開発を行う【Webアプリエンジニア】★年休120日正社員,"月給250,000円〜500,000円

※経験、能力を考慮のうえ決定します
※試用期間：3ケ月（条件に変更なし）"
生成AIでクライアントの課題解決をする【ITコンサルタント】正社員,600万円～1000万円
【 講師(IT系学科) 】残業月10h程★家族手当や通勤手当も充実♪契約社員,350万円～530万円
【システム開発】名古屋/自社開発/在宅/フレックス/残業～20h正社員,400万円～500万円
20代活躍中【ITエンジニア(SE)】未経験入社率98％/原則定時退社正社員,"■首都圏：月給19万4000円以上＋各種手当＋賞与年2回
■関西：月給18万3000円以上＋各種手当＋賞与年2回
…"
【組込みソフト/プロジェクトマネジャー】経験者採用/大阪正社員,636万円～789万円
【クラウドシステム/プロジェクトマネジャー】経験者採用/大阪正社員,636万円～789万円
【組込みソフトエンジニア(技術リーダー)】経験者募集/大阪正社員,460万円～652万円
【Linux組込みソフト/プロジェクトマネジャー】経験者採用/大阪正社員,636万円～789万円
【クラウド技術エンジニア】経験者採用/大阪正社員,428万円～652万円
鋼球メーカーの【生産技術】◆IoT、AI画像を導入した画像処理正社員,400万円～550万円
【機械学習・LLMアプリケーション開発プロジェクトリーダー】正社員,700万円～1100万円
【社内SE】平均残業月10h ◎福利厚生充実 ◎フレックス勤務正社員,400万円～600万円
【インフラエンジニア】AWS・Azure・GCP案件有／自社内勤務100％正社員,424万円～570万円
【プログラマー(フロントエンド/バックエンド)】自社内勤務100％正社員,424万円～570万円
【生成AIエンジニア】最先端技術×高待遇◎ポテンシャル採用◎正社員,460万円～1000万円
新規事業開発【MLエンジニア】正社員,700万円～1050万円
リモートOK！SaaS事業【サポートエンジニア】正社員,500万円～700万円
リモートOK！SaaS事業【QAエンジニア】正社員,400万円～700万円
東京／自動車メーカーCX領域向け【PL・PM（デジタル化推進）】正社員,600万円～785万円
東京／自動車メーカー向けCX領域の【DX化推進エンジニア】正社員,450万円～650万円
東京／自動車メーカー向けCX領域【SE】第二新卒歓迎正社員,500万円～600万円
【アプリエンジニア】通信DX事業中心正社員,395万円～625万円
【データアナリスト】未経験歓迎◎データ活用への興味で挑戦！正社員,450万円～800万円
【アナリティクスコンサルタント（マネージャー候補）】正社員,1000万円～1200万円
【アナリティクスコンサルタント】新規事業立ち上げ◎正社員,800万円～1500万円
【WEB開発エンジニア】完全案件選択制！/残業月10H以下正社員,360万円～600万円
【リードエンジニア（バックエンド）】◎フルリモート可◎正社員,602万円～1064万円
【ITエンジニア】◆未経験歓迎◆転勤無◆6月14日広島フェア出展正社員,280万円～750万円
【ものづくり特化のエンジニア】★ソフト・制御・機械／経験不問正社員,300万円～700万円
大阪・兵庫・京都【エンジニア】ソフト開発・機械設計・電気設計正社員,350万円～800万円
【アプリケーションエンジニア】※テレワーク制度あり※正社員,470万円～1090万円
【インフラエンジニア】※テレワーク制度あり※正社員,470万円～1090万円
未経験歓迎！★次世代のクルマのための【ソフトウェア開発】正社員追加コンテンツ,350万円～500万円
【システム運用担当】百貨店”藤崎”のシステム全般をお任せ！正社員,"■月給：163,000円〜301,000円（一律支給手当含む）
※経験やスキル、前職の給与を考慮し決定します。
※…"
【データエンジニア】東京ガスグループ/リモート勤務可◎正社員,650万円～800万円
新規サービスの【プロダクト開発・運用】リモート勤務可◎正社員,650万円～800万円
【アジャイル開発SE(テックリード候補/スクラムマスター候補)】正社員,440万円～800万円
【AIエンジニア】在宅勤務/フルフレックス/中抜けOK★年休124日正社員,440万円～800万円
【総合職】ソリューションアーキテクト/システムコンサルタント正社員,500万円～1200万円
★幹部候補【画像AIエンジニア】上場企業グループ／育成制度◎正社員,500万円～1000万円
【画像AIエンジニア】上場企業グループ／育成制度◎正社員,400万円～800万円
システムインフラの【プロジェクトマネージャー】★管理職候補正社員,700万円～1100万円
銀行システム開発の【プロジェクトマネージャー】★管理職候補正社員,500万円～700万円
【プロジェクトマネージャー】Web・オープン系・パッケージ開発正社員,400万円～500万円
自社開発メイン！【システムエンジニア】◆大手新聞社案件実績正社員,368万円～608万円
未経験者歓迎！【システムエンジニア】◆大手新聞社案件実績正社員,"月給220,000円〜
※上記金額には、固定残業代30時間分44,000円〜を含みます。
　超過分は別途支給いたし…"
経験者募集【データサイエンティスト】リーダー・アナリスト候補正社員,600万円～1200万円
未経験者歓迎！【システム管理業務】社内システムエンジニア正社員,"月給300,000円〜340,000円＋諸手当
 
※給与には77時間分の固定残業代105,000円〜130,000円を含みます。
…"
《東京／開発》【インフラエンジニア】★100%プライム案件正社員,600万円～800万円
《東京／開発》【システムコンサルタント】★100%プライム案件正社員,600万円～800万円
《名古屋/運用》【システム運用エンジニア】※100％プライム案件正社員,400万円～800万円
《東京/開発》【システム開発エンジニア】※100％プライム案件正社員,400万円～800万円
《東京/運用》【システム運用エンジニア】※100％プライム案件正社員,400万円～800万円
★名古屋募集★【システム開発エンジニア】※100%自社内開発正社員,400万円～800万円
上場企業のプロジェクトに関わる！【ITエンジニア】★年休125日正社員,470万円～675万円
【システム品質保証／管理業務】★完全週休二日制★フレックス制正社員,600万円～1000万円
《富山》情報システム学科【教員(AI)】★年休130日正社員,"月給250,000円〜400,000円
※年齢・経験・スキルなどを考慮し決定いたします。
※試用期間6か月あり(待遇…"
【ソフトウェア開発（WEB・組み込み）】★社内開発実績あり！正社員,280万円～448万円
大手と直取引多数！【WEBエンジニア】★プログラミング言語不問正社員,450万円～600万円
大手企業と直取引多数のIT企業【WEBエンジニア】★PHP、Javaなど正社員,500万円～720万円
【ITエンジニア】予防医療の深化をサポート／年間休日123日正社員,400万円～600万円
◇経験者大歓迎◇無線機試験の【プログラム作成】※年休126日正社員,600万円～800万円
◇未経験大歓迎◇無線機試験の【プログラム作成】※年休126日正社員,350万円～600万円
《鹿児島》自社システム・Webサイトの【Webプログラマー】正社員,440万円～583万円
メーカー受託の【システムエンジニア】◎年間休日125日正社員,"月給26万円〜50万円

※経験、能力等を考慮の上、当社規定により優遇します。
※試用期間3ヵ月（待遇変更…"
《関東》メーカー受託の【ITエンジニア】◎年間休日125日正社員,"月給26万円〜50万円

※経験、能力等を考慮の上、当社規定により優遇します。
※試用期間3ヵ月（待遇変更…"
【オープン系・組み込み系・ソフト開発エンジニア】☆年休125日正社員,400万円～600万円
【フルスタックエンジニア】★年休126日★フルリモートワーク可正社員,600万円～900万円
【インフラエンジニア】資格取得制度有／教育制度充実正社員,378万円～650万円
【テクニカルサポートエンジニア】資格取得制度有／教育制度充実正社員,378万円～650万円
【業務システム開発エンジニア】資格取得制度有／教育制度充実正社員,378万円～650万円
【プログラマ】フルリモート★年間休日120日/経験者は前給保証正社員,"【年俸】500万円以上

※固定残業代（月20時間分／49,379円以上）を含む。超過分は別途支給します。実際…"
第二新卒歓迎【SE・プログラマ】20代～30代活躍中 ★年休125正社員,"年俸230万円以上（スキル及び経験による）
※12分割した金額を毎月支給
※経験・年齢・スキルを考慮し加…"
案件も働き方も自由に選べる！【フリーランスエンジニア】業務委託,"固定報酬月額：550,000〜600,000円

※案件により異なります。"
【IT系総合職（エンジニア・営業・管理）】経験者優遇※栃木募集正社員追加コンテンツ,330万円～600万円
【IT系総合職（エンジニア・営業・管理）】経験者優遇※北陸募集正社員追加コンテンツ,330万円～600万円
【組込ソフトウェアエンジニア】★大阪限定募集正社員,600万円～750万円
自社プロダクト【WEBエンジニア】PL・PM候補正社員,380万円～650万円
【社内システム企画・開発(管理職候補)】好待遇正社員,700万円～1000万円
大手自動車部品メーカーの【社内SE】完全週休2日！福利厚生充実正社員,450万円～600万円
経験者募集！【システムエンジニア】年休120日以上＆残業月15h正社員,400万円～600万円
"ソフト開発5年超でOK【シニアプログラマー】年収1,200万円も可正社員",700万円～1200万円
"PLもしくはPM経験者を募集【テックリード】年収1,500万円も可正社員",700万円～1500万円
"Android／iOS【アプリ開発プログラマー】年収1,000万円も可能正社員",500万円～1000万円
"オンプレミス等の【インフラエンジニア】年収1,000万円も可能正社員",500万円～1000万円
フルリモート＆フルフレックス！【プロジェクトマネージャー】正社員,720万円～840万円
フルリモート＆フルフレックスで好きな働き方を【ITエンジニア】正社員,720万円～840万円
【SE】年間休日125日／平均残業11H／上流工程携われる/上場企業G正社員,330万円～420万円
＊PM/PL候補募集＊【SE】年間休日125日／平均残業11H／上場企業G正社員,420万円～750万円
【インフラエンジニア】年休126日◆フレックス制◆リモート可正社員,450万円～750万円
開発経験不問！事務業務の【DX推進】★年休125日／リモート可正社員,409万円～548万円
官公庁案件実績多数！【アプリ開発エンジニア】◆WLB◎正社員,370万円～680万円
【開発エンジニア】◎都内・横浜近郊のプロジェクトがメイン！正社員,"月給：25万円〜42万8,600円

※試用期間3か月（条件変更なし）
※上記月給には固定残業代を含み、超過分…"
オンプレ環境から移行中！【クラウドエンジニア】◎転勤なし正社員,"月給：25万円〜42万8,600円

※試用期間3か月（条件変更なし）
※上記月給には固定残業代を含み、超過分…"
計画立案に携われる！テスト設計を行う【評価検証エンジニア】正社員,"月給：25万円〜30万円

※試用期間3か月（条件変更なし）"
転居を伴う転勤なし！経験の浅い方も歓迎【インフラエンジニア】正社員,350万円～400万円
自社勤務中心！大手案件を多数受託◎【インフラエンジニア】正社員,450万円～500万円
【システムエンジニア(Java)】週4日テレワーク★年休120日以上★正社員,500万円～800万円
【PM】＜技術志向＞週4日テレワークOK★年間休日120日以上★正社員,600万円～1000万円
SEからのキャリアチェンジもOK【法人営業】育成制度充実正社員,500万円～650万円
【システムエンジニア】★福利厚生充実 ★完全土日休み正社員追加コンテンツ,520万円～545万円
事業拡大増員／多彩な案件を手掛ける【ITエンジニア】WEB面接OK正社員,300万円～450万円
デジタルビジネス拡大のための【DX推進担当】正社員,"月給230,000円以上

※上記は四大卒の初任給額（2024年3月実績）です
※経験、能力、年齢等を考慮のうえ…"
【PM補佐】自社サイトの開発ディレクション正社員,400万円～600万円
北陸限定募集★上場企業で働く！未経験歓迎の【エンジニア】正社員追加コンテンツ,350万円～600万円
【Webエンジニア】※経験者募集　働きやすさも魅力！正社員,"月給：209,300円〜337,000円（一律手当含む）

※経験・スキルに応じて優遇します。
※試用期間3ヶ月あり…"
【Webエンジニア】※未経験歓迎◆時間や場所に縛られず働ける！正社員,"月給：209,300円〜337,000円（一律手当含む）

※経験・スキルに応じて優遇します。
※試用期間3ヶ月あり…"
未経験歓迎！【システム・アプリケーション開発エンジニア】正社員,370万円～780万円
未経験歓迎！【ITエンジニア】☆土日祝休☆群馬限定正社員,435万円～870万円
【エンジニア】（ソフト開発・機械設計・回路設計等）宇都宮募集正社員,370万円～650万円
【エンジニア】（ソフト開発・機械設計・回路設計等）関東募集正社員,345万円～800万円
【ITエンジニア】兵庫県限定★在宅ワークOK★プライムG正社員追加コンテンツ,350万円～650万円
案件も働き方も自由に選べる！【フリーランスエンジニア】業務委託,"固定報酬月額：550,000〜600,000円

※案件により異なります。"
【IT系総合職（エンジニア・営業・管理）】経験者優遇※四国募集正社員追加コンテンツ,330万円～580万円
【総合職（営業／システム開発）】転勤出向なし★年間休日128日正社員追加コンテンツ,277万円～502万円
ITソリューション企業で活躍！【ITサポート】未経験OK★正社員追加コンテンツ,300万円～785万円
【データサイエンティスト】年休128日/賞与8カ月分※作年実績正社員,500万円～770万円
神奈川◆大手メーカーの受託開発【ソフトウェア開発】フレックス正社員,450万円～600万円
大阪◆大手メーカーの受託開発【ソフトウェア開発】フレックス正社員,440万円～570万円
神奈川◆基幹系システムの【ソフトウェア運用開発】フレックス正社員,500万円～650万円
【インフラ・アプリエンジニア】フルスタックを目指す◎夜勤なし正社員,300万円～400万円
未経験歓迎！★次世代のクルマのための【ソフトウェア開発】正社員追加コンテンツ,350万円～500万円
Web/オープン系アプリの開発【システムエンジニア・プログラマ】正社員,400万円～700万円
★長岡本社勤務★【開発職】＃上流開発の経験は不問！正社員,280万円～600万円
【社内SE】月給32万円～★土日休み★残業月5H以内★福利厚生充実正社員,450万円～580万円
リーダー候補の採用【情報システム】★フレックスタイム制あり正社員,600万円～800万円
鹿児島／【システムエンジニア】経験を活かして地域社会に貢献！正社員,305万円～402万円
熊本／【システムエンジニア】経験を活かして地域社会に貢献！正社員,305万円～402万円
<東京>企業向けSIの【開発SE】年休124日★フレックス★寮あり正社員,420万円～650万円
<群馬>自治体向けSIの【開発SE】年休124日★フレックス★寮あり正社員,420万円～650万円
<群馬>自治体向け基幹システムの【開発SE】年休124日★寮あり正社員,420万円～650万円
<東京>【組込開発SE(リーダー)】年休124日★フレックス★寮あり正社員,500万円～650万円
<群馬>企業向け【開発SE(リーダー)】年間休日124日★フレックス正社員,500万円～650万円
【AI・画像処理SE】★年休122日★転勤・客先常駐無し正社員,450万円～800万円
【IoT/ICTシステムエンジニア】★年休122日★転勤・客先常駐無し正社員,450万円～800万円
【組込み開発エンジニア】★年休122日★転勤・客先常駐無し正社員,600万円～800万円
《札幌》【自社SaaS開発】人材会社向けシステムの開発エンジニア正社員,"月給：359,000円〜509,000円（一律手当を含む）
※上記には職務手当171,000円〜306,000円、固定残業手当…"
【テックリード（候補）】★年休128日★残業月10h★リモート可正社員,500万円～800万円
【開発エンジニア】★年休128日★残業月10h★リモート可正社員,400万円～595万円
マーケティング会社の【開発技術リーダー】◆月給50万円～正社員,"月給500,000円〜
※年齢・経験・スキルなどを考慮し決定いたします。
※試用期間3か月あり(待遇変更なし)"
マーケティング会社の【開発スタッフ】◆月給30万円～正社員,"月給300,000円〜500,000円
※年齢・経験・スキルなどを考慮し決定いたします。
※試用期間3か月あり(待遇…"
EV自動車開発に貢献可能【組込ファームウェア設計】*年休125日正社員,400万円～550万円
《経験者募集》【 ITエンジニア 】★年休123日 ★賞与実績6ヶ月正社員,380万円～800万円
【専門学校教員/WEBデザイン】講師経験不問◎残業15h◎転勤無し正社員,330万円～450万円
経験者募集【自社開発エンジニア】◆年休123日／在宅制度有正社員,400万円～700万円
〈東京〉【エンジニア(設計・開発)】駅から徒歩２分アクセス◎正社員,350万円～490万円
【ITエンジニア(プログラマー／インフラ系)】☆全国募集正社員追加コンテンツ,300万円～720万円
福井勤務【セールスエンジニア】☆年休125日☆土日祝休正社員追加コンテンツ,"月給280,000円〜400,000円

※経験やスキルに応じて決定します。

上記額にはみなし残業代（月40時間分、…"
未経験歓迎！【ITエンジニア】☆土日祝休☆埼玉限定正社員,400万円～800万円
未経験から活躍可能な【エンジニア（機械・電気・電子・IT）】正社員,"月給19万5,000円〜35万円

※諸手当は別途支給
※経験・年齢を考慮の上、優遇します。"
元請75％！ITで北海道の企業に深く貢献【ITエンジニア】正社員,503万円～728万円
未経験歓迎！【ITエンジニア】☆土日祝休☆熊本限定正社員,435万円～870万円
未経験歓迎！【ITエンジニア】☆土日祝休☆香川限定正社員,435万円～870万円
★未経験歓迎【ITエンジニア】面接確約/年間休日125日以上正社員,370万円～650万円
東京【ASEAN海外勤務ありきのエンジニア（幹部候補）】年休125日正社員,425万円～500万円
【生産技術】無線の知識ある方歓迎！年間休日126日！正社員,350万円～800万円
★転勤なし★海外連携の案件★【ITエンジニア】正社員追加コンテンツ,380万円～700万円
業務効率化を推進中！【社内SE】★賞与5ヶ月分正社員,"月給22万円〜+各種諸手当+賞与年2回

※最低保証額となります。経験・年齢を考慮の上、優遇します。
※試…"
定着率95％【ITエンジニア】★前職給与・スキルアップも保証★正社員追加コンテンツ,"【関東圏】
月給30万円〜＋賞与年2回
（固定残業代月40時間・76,800円〜含む）

【関西圏】
月給28万円〜…"
関西【ものづくりエンジニア】ソフトウェア・メカ・エレキ技術者正社員,350万円～800万円
【ITエンジニア】広島限定★在宅ワークOK★充実の研修制度正社員追加コンテンツ,320万円～650万円
【ITエンジニア】★完全週休2日★転勤なし★残業ほぼなし正社員追加コンテンツ,220万円～600万円
【SE・PG】月給26万円～／年間休日125日／フルリモート案件あり正社員,"月給26万1,601円〜32万1,601円
※基本給・固定残業代の総額

固定残業代：あり（給与形態と同じ単位で支…"
【IT系総合職（エンジニア・営業・管理）】経験者優遇※札幌募集正社員追加コンテンツ,330万円～580万円
【IT系総合職（営業・エンジニア）】経験者優遇！ ※東北募集正社員追加コンテンツ,330万円～580万円
東証スタンダード上場！業務用空調機メーカー【システム開発】正社員,560万円～600万円
未経験OK！インフラ紹介がメインの【完全既存営業】正社員追加コンテンツ,"月給20万8000円〜+賞与年2回+諸手当

《月収例》
中途採用
月収25万7000円／32歳／勤続8年、年収：４５６…"
研究機関向け！インフラ系【ITエンジニア】※WEB面談／前給考慮正社員追加コンテンツ,"月給20万8000円〜+賞与年2回+諸手当

《月収例》
中途採用
月収25万7000円／32歳／勤続8年、年収：４５６…"
未経験OK！エンジニア紹介がメインの【完全既存営業】横浜市勤務正社員追加コンテンツ,"月給20万8000円〜+賞与年2回+諸手当

《月収例》
中途採用
月収25万7000円／32歳／勤続8年、年収：４５６…"
【3DCGエンジニア】未経験でゲーム業界で働きたい方歓迎！正社員,240万円～720万円
【ITエンジニア(アプリ)】#在宅勤務あり#副業OK#平均残業14.3h正社員,451万円～1486万円
会社の業務効率化や安定稼働を支える【社内SE】正社員,500万円～750万円
【バックエンドエンジニア】フルリモート★完全週休2日正社員,400万円～600万円
【社内SE】黒字経営★年休120日・完全週休2日（土日祝休み）正社員,400万円～700万円
臨床検査システムの【導入アシスタント】◆年休124日◆転勤なし正社員,380万円～450万円
充実の環境であなたの“これから”をサポート【開発エンジニア】正社員,400万円～800万円
上京支援など充実制度【ITエンジニア】※首都圏エリア限定募集正社員,330万円～370万円
【データベースエンジニア】年休120日以上◆残業月10h以内正社員,600万円～1000万円
【機械学習エンジニア】年休120日以上◆フレックスタイム制正社員,600万円～1000万円
【SE（Web・オープン・アプリ・組込開発）】転勤なし★在宅制度正社員,"月給24万円以上＋各種手当（残業代100％支給など）＋賞与年2回

※経験・年齢・能力を考慮のうえ、決定致…"
【インフラエンジニア】★転勤なし ★大手メーカーの案件を担当正社員,"月給24万円以上＋各種手当（残業代100％支給など）＋賞与年2回

※経験・年齢・能力を考慮のうえ、決定致…"
【ITエンジニア】★年休125日 ★完全週休2日 ★未経験者OK契約社員,"【月給】250,000円以上＋諸手当＋決算賞与
※経験・年齢・能力を考慮して決定いたします
※試用期間6ヶ月…"
ポテンシャル採用！【開発エンジニア】◇在宅勤務OK ※東京募集正社員,"月給25万円以上
※経験とスキルを考慮し、当社規定により優遇します。
※試用期間：6ヶ月（条件に変更な…"
ポテンシャル採用！【開発エンジニア】◇在宅勤務OK ※福岡募集正社員,"月給25万円以上
※経験とスキルを考慮し、当社規定により優遇します。
※試用期間：6ヶ月（条件に変更な…"
経験者採用！【開発エンジニア】◇在宅勤務OK ※東京募集正社員,"月給40万円以上
※経験とスキルを考慮し、当社規定により優遇します。
※試用期間：6ヶ月（条件に変更な…"
経験者採用！【開発エンジニア】◇在宅勤務OK ※福岡募集正社員,"月給40万円以上
※経験とスキルを考慮し、当社規定により優遇します。
※試用期間：6ヶ月（条件に変更な…"
高松募集！【ITエンジニア】UIターン歓迎／年休125日以上！正社員,"月給 24万円〜40万円 ＋ 諸手当

※上記はあくまで最低保証額です。
　年齢、経験、能力を考慮の上、優遇…"
★福岡限定募集【ITエンジニア(インフラ)】未経験歓迎/転居無し正社員,250万円～400万円
自動車向けの【ソフトウェア開発】★経験者募集／土日休み正社員,480万円～780万円
【プログラマー】年休125日／残業月5h／リモート可正社員,420万円～600万円
【システムエンジニア】年休125日／残業月5h／リモート可正社員,420万円～600万円
★年休122日★自社内開発【開発エンジニア】★安定稼働が叶う！正社員,"月給25万円〜50万円
※経験、技術などを考慮の上、当社規程により決定します
※試用期間3ヵ月（期間中の…"
【エンジニア】（ソフト開発・機械設計・回路設計等）浜松募集正社員,370万円～650万円
年休125日◆受託案件多数【システムエンジニア】正社員,"月給262,000円〜
※経験・年齢・能力を考慮して決定いたします
※試用期間3か月あり(待遇変更なし)"
【ITエンジニア】経験者優遇◎地域で最先端＆大規模開発に挑戦！正社員,350万円～770万円
三菱UFJグループ【アプリケーションエンジニア】★業界未経験OK正社員,520万円～1290万円
【監査自動化推進スペシャリスト（自社プロダクトエンジニア）】正社員,350万円～530万円
★未経験OK 【ITエンジニア】*転勤なし *在宅OK *年休120日正社員追加コンテンツ,275万円～850万円
自動車産業を支える【総合職(ITエンジニア／設計職)】年休121日正社員,"月給21万円〜40万円＋各種手当＋賞与(年2回)

※残業手当全額支給
※試用期間3ヶ月あり(期間中の待遇変更…"
クラウドサービス（kintone・AWS）を利用したシステムの【開発】正社員,503万円～906万円
日立グループ｜ストレージシステム製品の【設計開発】年休126日正社員,450万円～700万円
自動車関連の業務で活躍する！【プログラマー※関東】正社員,400万円～700万円
【AIエンジニア】★年休125日 ★完全週休2日 ★前給考慮契約社員,"【月給】300,000円以上＋諸手当＋決算賞与
※経験・年齢・能力を考慮して決定いたします
※試用期間6ヶ月…"
【エンジニア】年間休日120日／WEB面接可／住宅手当あり正社員,300万円～600万円
